crdid,number,title,artist,gallery
83442,164,Dress,"      Yves Saint Laurent, Paris ",0
199737,164,0,0,0
450748,163,Ewer with a Feline-Shaped Handle,     Ewer,451
435898,163,The Lamentation,Petrus Christus ,641
316661,163,Frog Pendant,0,357
206976,163,Mechanical table,0,539
267757,163,0,Charles Sheeler ,0
27936,163,Helmet,d-16th century,459
437094,162,Autumn Landscape with a Flock of Turkeys,0,802
27790,162,Portions of a Costume Armor, Kolman Helmschmid ,374
314704,162,Seated Male Figure with Lance,0,350
206045,161,Harlequina, Franz Anton Bustelli ,533
10425,161,Young Mother Sewing,Mary Cassatt ,768
437326,161,Blind Orion Searching for the Rising Sun,Nicolas Poussin ,0
437400,161,Portrait of a Man,Rembrandt ,0
266102,161,New York,William Klein ,0
10065,161,Repose,John White Alexander ,768
1815,161,Side Chair,ttributed to John Finlay ,733
446191,161,Panel with Horse Heads,     Panel,454
436622,160,Merrymakers at Shrovetide,Frans Hals ,634
486989,160,"""Carlton"" Room Divider",  Ettore Sottsass ,0
10150,160,"Merced River, Yosemite Valley",Albert Bierstadt ,765
81460,160,"""Bar Suit""",      House of Dior ,0
266284,160,"[Large Figures on the North Porch, Chartres Cathedral]",Henri-Jean-Louis Le Secq ,0
194432,160,Ewer,"     Medici, Florence",503
14488,160,Settee,eorge Jakob Hunzinger ,774
82879,159,Wedding ensemble,64,0
437473,159,The Bathing Pool,Hubert Robert ,524
73175,159,Ritual Food Container with Cover (Dui),Eastern Zhou dynasty ,0
437699,159,Salome with the Head of Saint John the Baptist,Andrea Solario ,608
437638,159,The Marriage of Cupid and Psyche,Andrea Schiavone ,607
312119,159,Head for Yam ceremony (Yena),0,354
14472,159,The Contest for the Bouquet: The Family of Robert Gordon in Their New York Dining-Room,Seymour Joseph Guy ,763
436944,159,The Spanish Singer,0,810
464070,158,Pectoral with Coins and Pseudo-Medallion,0,302
435991,158,A Woman Reading,Camille Corot ,803
335287,158,Imaginary View of Venice (undivided plate),          From Vedute ,0
10912,158,Mourning Victory from the Melvin Memorial,Daniel Chester French ,700
201633,158,Platter,ollower of Bernard Palissy ,544
451101,158,Fragmentary Loom Width with Wavy-vine Pattern,     Fragment,0
436492,158,Saint Christopher and the Infant Christ,Domenico Ghirlandaio ,961
436064,157,Young Herdsmen with Cows,Aelbert Cuyp ,634
503219,157,Viola da Gamba,abeled Richard Meares ,684
436001,157,"Jo, La Belle Irlandaise",Gustave Courbet ,811
322483,157,Vase with overlapping pattern and three bands of palm trees,. mid- to late 3rd millennium B.C.,403
458998,157,The Assumption of the Virgin,Bernardo Daddi ,952
435864,157,A Woman with a Dog,Giacomo Ceruti ,620
473007,156,The Virgin Mary and Five Standing Saints above Predella Panels,0,16
437525,156,0,Peter Paul Rubens ,630
437867,156,A Bouquet of Flowers in a Crystal Vase,Nicolaes van Veerendael ,0
464142,156,Shrine of the Virgin,. 1300,304
81781,155,Fancy dress costume,  Paul Poiret ,0
435738,155,The Interrupted Sleep,0,616
436833,155,Red Sunset on the Dnieper,Arkhip Ivanovich Kuindzhi ,0
436158,155,Self-Portrait,Edgar Degas ,815
435872,155,The Gulf of Marseilles Seen from L'Estaque,0,825
437512,155,0,Henri Rousseau ,911
311237,155,Skull Hook (Agiba),0,0
317792,154,Seated Male Figure,d to late 19th century,352
44884,154,0,Momoyama period ,0
438028,154,The Crucifixion,Paolo Uccello ,602
266480,154,0,Nadar ,0
451447,154,Armlet,rst half 11th century,453
435874,154,The House with the Cracked Walls,0,822
467730,154,Plaque with Christ Receiving Magdeburg Cathedral from Emperor Otto I,0,304
501520,154,Alto Recorder in F,ohann Benedikt Gahn ,684
437833,153,0,Henri de Toulouse-Lautrec ,817
267717,153,The Ring Toss,Clarence H. White ,0
83605,153,0,0,0
448938,153,"""The Funeral of Isfandiyar"", Folio from a Shahnama (Book of Kings)",Abu'l Qasim Firdausi ,0
328905,153,"Cuneiform tablet case impressed with two cylinder seals, for cuneiform tablet 66.245.5a: record of a lawsuit",0,403
329091,152,Vessel stand with ibex support,Early Dynastic III,403
437526,152,A Forest at Dawn with a Deer Hunt,Peter Paul Rubens ,630
79142,152,Evening dress,  Valentina ,0
436294,152,Still Life with Pansies,Henri Fantin-Latour ,0
437460,152,A Canal in Venice,0,0
437686,152,0,Alfred Sisley ,0
437307,152,0,Camille Pissarro ,820
458978,151,Coronation of the Virgin,Giovanni di Paolo ,956
437442,151,0,Ilia Efimovich Repin ,827
467647,151,Head of King David,. 1145,304
436222,151,Self-Portrait with a Harp,0,528
467705,151,"Tomb Effigy Bust of Marie de France (1327-41), daughter of Charles IV of France and Jeanne d'Evreux",0,305
38950,151,Bodhisattva Avalokiteshvara,cond quarter of the 8th century,246
437942,151,0,Franz Xaver Winterhalter ,0
436441,151,Wooded Upland Landscape,Thomas Gainsborough ,0
437145,151,Saint Justina of Padua,Bartolomeo Montagna ,606
435614,151,Madonna and Child with the Young Saint John the Baptist,Fra Bartolomeo ,603
324008,150,Orthostat relief: lion-hunt scene,Neo-Hittite,400
309959,150,Funerary Mask,0,0
449214,150,Qur'an Manuscript,     Non-illustrated manuscript,450
459183,150,Warwick Castle: The East Front,Canaletto ,0
503674,149,Guitar,ruce BecVar ,0
437914,149,Calm Sea,Simon de Vlieger ,638
438013,149,Reclining Nude,Auguste Renoir ,821
435704,149,A Limier Briquet Hound,Rosa Bonheur ,0
548264,149,Outer Coffin of Henettawy (F),Third Intermediate Period,126
436556,149,Country House near the Water,Jan van Goyen ,0
79585,149,Dress,  Ji Eon Kang ,0
313658,149,Female Figure,rly 19th century,0
437755,149,In the Studio,Alfred Stevens ,0
437129,149,The Doge's Palace Seen from San Giorgio Maggiore,Claude Monet ,0
436675,149,Interior with a Young Couple,Pieter de Hooch ,634
544097,148,Dragonfly amulet,Middle Kingdom,109
337701,148,Sterling Baking Powder,      Donaldson Brothers ,0
96434,148,Dress,. 1872,0
438134,148,Saint Catherine of Alexandria in Prison,Paolo Veronese ,607
11790,148,California,Hiram Powers ,700
282234,148,The Refectory of the Imperial Asylum at Vincennes,0,0
79101,148,Shoes,0,0
487695,148,Tables for Ladies,Edward Hopper ,903
436546,148,0,Goya ,612
437422,148,Charity,Guido Reni ,601
13763,147,Memorial painting,ally Miller,0
503385,147,Guitar,ttributed to Matteo Sellas ,684
437052,147,"1807, Friedland",Ernest Meissonier ,800
265543,147,Runner in the City,El Lissitzky ,0
11396,147,Stage Fort across Gloucester Harbor,Fitz Henry Lane ,761
82433,147,Corset,0,0
436489,147,0,Domenico Ghirlandaio ,605
503283,147,Guitar,0,684
437966,146,0,Anders Zorn ,827
591869,146,"Gazette du bon ton: arts, modes et frivolities",0,0
436869,146,Lachrymae,"Frederic, Lord Leighton ",800
3555,146,0,lexander Roux ,736
591870,146,Formes et couleurs: vingt planches en couleurs contenant soixante-sept motifs decoratifs,Auguste H. Thomas ,0
81453,146,Evening ensemble,  Norma Kamali ,0
459208,145,Adoration of the Shepherds,Francesco di Marco Marmitta da Parma ,0
438136,145,The Fishermen (Fantastic Scene),0,825
437749,145,Merry Company on a Terrace,Jan Steen ,633
282163,145,"Saint-Maclou, Rouen",Edmond Bacot ,0
437788,145,The Triumph of Marius,Giovanni Battista Tiepolo ,600
282004,145,"[The Oriel Window, South Gallery, Lacock Abbey]",William Henry Fox Talbot ,0
14336,144,Linen Press,yrdcliffe Arts and Crafts Colony ,743
24957,144,Double-Barrel Breech-Loading Pinfire Shotgun,  J. C. A. Brun ,375
312290,144,Head of an Oba,th century,352
332565,144,0,0,0
435711,144,An Egyptian Peasant Woman and Her Child,0,804
10501,144,0,Thomas Cole ,759
437873,144,0,0,610
11130,144,Northeaster,Winslow Homer ,767
486636,143,Inkwell,  Eva Zeisel ,0
436162,143,Sulking,Edgar Degas ,815
435830,143,0,Alexandre Cabanel ,0
469836,143,Saint Margaret of Antioch,. 1475,305
282039,143,[Reclining Odalisque],Roger Fenton ,0
482740,143,The Street,Philip Guston ,0
81127,143,Round gown,. 1795,0
12140,143,Mr. and Mrs. I. N. Phelps Stokes,John Singer Sargent ,771
486162,142,At the Lapin Agile,Pablo Picasso ,822
24865,142,Flintlock Gun,  Pierre Le Bourgeois ,375
438722,142,The Potato Peeler (reverse: Self-Portrait with a Straw Hat),Vincent van Gogh ,826
591871,142,Wendingen,19,0
437437,142,A Waitress at Duval's Restaurant,Auguste Renoir ,824
471269,142,Liturgical Fan (Flabellum),"th century, with minor elements of about 1200",0
437545,142,Landscape with a Village in the Distance,Jacob van Ruisdael ,638
435853,142,The Coronation of the Virgin,Annibale Carracci ,623
207799,142,Vase,0,556
438001,141,Two Women,Paul Gauguin ,823
266709,141,Splitting,Gordon Matta-Clark ,0
79220,141,Dress,. 1760,0
437284,141,The Return from the Hunt,Piero di Cosimo ,0
325710,141,Sword and scabbard,Sasanian,405
459195,140,Bust of Pseudo-Seneca,Peter Paul Rubens ,0
468234,140,Three Attendants (from the Nine Heroes Tapestries),0,18
435714,140,Curiosity,Gerard ter Borch the Younger ,632
267891,140,"Ruins of Gallego Flour Mills, Richmond",Alexander Gardner ,0
435876,140,0,0,955
435962,140,Hagar in the Wilderness,Camille Corot ,803
14282,140,Library Table,illiam Lightfoot Price ,743
81123,140,Coat,  Paul Poiret ,0
435970,140,0,Camille Corot ,803
14494,139,Pitcher,      American Pottery Manufacturing Company ,705
437388,139,"Portrait of a Woman, probably a Member of the Van Beresteyn Family",Rembrandt ,637
436166,139,Two Dancers,Edgar Degas ,816
436257,139,Saint Rosalie Interceding for the Plague-stricken of Palermo,Anthony van Dyck ,630
451203,139,Folio from a Qur'an Manuscript,      Ahmad ibn al-Suhrawardi al-Bakri ,455
50897,139,None,Style of An Gyeon ,233
436406,138,Study of a Nude Man,French Painter ,0
265553,138,"Poughkeepsie, New York",0,0
503672,138,0,th century,681
437529,138,"The Holy Family with Saint Elizabeth, Saint John, and a Dove",Peter Paul Rubens ,630
310454,138,Gable Figure (Dilukai),0,353
23026,138,Helmet,h century,377
83259,137,Evening dress,  Madeleine Vionnet ,0
488730,137,Office in a Small City,Edward Hopper ,0
437704,137,0,0,0
591864,137,Paradise Lost,John Milton ,0
435640,137,Madonna Adoring the Sleeping Child,Giovanni Bellini ,606
266644,137,[Entrance to the Port of Boulogne],0,0
436053,137,0,Carlo Crivelli ,627
437007,136,The Crucifixion,Fra Angelico ,602
438026,136,The Chariot of Aurora,Giovanni Battista Tiepolo ,622
466084,136,Saint Stephen,Hans Leinberger ,305
317823,136,Veranda Post: Equestrian Figure and Female Caryatid,Olowe of Ise ,352
544210,136,Statue of an Offering Bearer,Middle Kingdom,105
267041,136,La Jibarita IV,Jan Henle ,0
436325,136,The Stolen Kiss,0,615
486842,136,The Dreamer,Pablo Picasso ,901
267175,136,Schiphol,Andreas Gursky ,0
437546,136,The Forest Stream,Jacob van Ruisdael ,638
436934,135,Young Woman Peeling Apples,Nicolaes Maes ,634
473008,135,Crucifix,0,2
436127,135,Woman Bathing in a Shallow Tub,Edgar Degas ,817
437261,135,The Penitence of Saint Jerome,Joachim Patinir ,642
10527,135,Midshipman Augustus Brine,John Singleton Copley ,748
436101,135,The Rest on the Flight into Egypt,Gerard David ,640
437985,135,Pansies,Henri Fantin-Latour ,0
435580,135,Christ Crowned with Thorns,Antonello da Messina ,606
436021,135,The Sea,Gustave Courbet ,812
544442,134,Sphinx of Hatshepsut,New Kingdom,131
438661,134,Study of a Female Nude,Henri Lehmann ,806
435906,133,Pastoral Landscape: The Roman Campagna,Claude Lorrain ,618
435693,133,0,Giovanni Boldini ,827
436003,133,The Young Bather,Gustave Courbet ,811
436137,133,The Dancers,Edgar Degas ,816
437304,133,Two Young Peasant Women,Camille Pissarro ,820
322114,133,Figure of a reclining woman,Parthian,405
436451,132,Tahitian Landscape,Paul Gauguin ,826
436653,132,Woodland Road,Meyndert Hobbema ,638
1524,132,Century Vase,0,706
437745,132,Judith with the Head of Holofernes,Massimo Stanzione ,601
503348,132,Dung-Chen,Ming Dynasty,0
11055,132,Euphemia White Van Rensselaer,George P. A. Healy ,756
437657,131,Landscape at Saint-Ouen,Georges Seurat ,0
12649,131,0,0,0
437389,131,Bellona,Rembrandt ,637
437645,131,"Portrait of a Man, Said to be Christopher Columbus (born about 1446, died 1506)",Sebastiano del Piombo ,607
5630,131,Pier table,oseph B. Barry and Son ,726
316457,131,Ceremonial Banner (Palepai Maju),obably 18th century,0
544232,131,Pectoral and Necklace of Sithathoryunet with the Name of Senwosret II,Middle Kingdom,111
502377,131,Harpsichord,  Michele Todini ,684
435810,131,A Woodland Road with Travelers,Jan Brueghel the Elder ,642
205250,131,0,     Vincennes Manufactory ,529
436180,131,The Natchez,0,801
444540,130,Brazier of Sultan al-Malik al-Muzaffar Shams al-Din Yusuf ibn 'Umar,     Brazier,454
437303,130,"Washerwoman, Study",Camille Pissarro ,820
437404,130,Head of Christ,Style of Rembrandt ,0
436582,130,Head of a Young Woman,Jean-Baptiste Greuze ,615
436005,130,The Calm Sea,Gustave Courbet ,812
437175,130,Virgin and Child,0,610
436512,130,Paradise,Giovanni di Paolo ,625
283626,130,"[Oak Tree and Rocks, Forest of Fontainebleau]",Gustave Le Gray ,0
120028393,130,0,0,0
436986,129,Portrait of a Woman,Quentin Metsys ,644
436091,129,The Laundress,0,802
337487,129,"Otto, Count of Nassau and his Wife Adelheid van Vianen",Bernard van Orley ,690
81137,129,Wedding ensemble,  Herman Rossberg ,0
437815,129,The Sacrifice of Isaac,Giovanni Domenico Tiepolo ,622
435817,129,The Crucifixion with the Virgin and Saint John,Hendrick ter Brugghen ,631
438098,129,Tea,James Tissot ,815
459200,128,Goblet,th century,954
13606,128,Phebe Warner Coverlet,robably Sarah Furman Warner Williams ,0
322603,128,Molded plaque: king or a god carrying a mace,0,406
322443,128,Sickle sword,Middle Assyrian,406
437390,128,Portrait of a Woman,Rembrandt ,634
435599,128,Boatmen of Barcelona,Dionisio Baixeras y Verdaguer ,827
11140,128,Snap the Whip,Winslow Homer ,763
437315,127,Fan Mount: The Cabbage Gatherers,Camille Pissarro ,817
435909,127,View of La Crescenza,Claude Lorrain ,618
503670,127,Pipe Organ,homas Appleton ,683
256978,127,Two bronze helmets,Archaic,152
12004,127,Hiawatha,Augustus Saint-Gaudens ,700
544514,127,Fragment of a Queen's Face,"New Kingdom, Amarna Period",121
266162,127,"Rebecca, New York",Paul Strand ,0
12121,127,Lady with the Rose (Charlotte Louise Burckhardt),John Singer Sargent ,771
438023,127,The Antechamber of the Sala del Maggior Consiglio,Francesco Guardi ,619
437366,126,"The Fletcher Mansion, New York City",0,0
438546,126,0,0,614
436243,125,Salvator Mundi,0,643
204812,125,Ugolino and His Sons,Jean-Baptiste Carpeaux ,548
436571,125,The Adoration of the Shepherds,El Greco ,0
437447,125,0,Sir Joshua Reynolds ,629
312288,125,Mask: Female Figure (Karan-wemba),0,350
459110,125,Young Girl Bathing,Auguste Renoir ,0
435762,125,Virgin and Child,Dieric Bouts ,641
435907,124,Sunrise,Claude Lorrain ,618
437381,124,Etruscan Vase with Flowers,Odilon Redon ,0
436599,124,The Grand Canal above the Rialto,Francesco Guardi ,619
544450,124,Seated Statue of Hatshepsut,New Kingdom,115
335668,124,The Genius of Castiglione,Giovanni Benedetto Castiglione ,0
436423,124,The Night-Hag Visiting Lapland Witches,Henry Fuseli ,0
81124,124,Evening dress,"      Yves Saint Laurent, Paris ",0
436041,124,Samson and Delilah,Lucas Cranach the Elder ,643
435774,124,A Peasant Girl Knitting,Jules Breton ,0
435840,123,Venice: Santa Maria della Salute,Canaletto ,0
329227,123,0,0,0
438018,123,Woman before a Mirror,Henri de Toulouse-Lautrec ,822
81108,123,Walking ensemble,. 1835,0
440723,123,Bashi-Bazouk,0,804
435987,123,A Village Street: Dardagny,Camille Corot ,803
435989,123,The Banks of the Seine at Conflans,Camille Corot ,803
438449,123,View near Rouen,Richard Parkes Bonington ,808
436502,122,The Annunciation,Luca Giordano ,601
437053,122,The Afternoon Meal (La Merienda),0,539
503202,122,Grand Piano,0,0
435826,122,The Love Song,Sir Edward Burne-Jones ,800
437399,122,Man with a Magnifying Glass,Rembrandt ,634
14049,122,Embroidered Sampler,atty Coggeshall ,0
488690,122,The Actor,Pablo Picasso ,830
437943,122,0,Franz Xaver Winterhalter ,0
435665,122,Scenes from the Story of the Argonauts,Biagio d'Antonio ,604
282602,122,[Female Nude in Studio],0,0
437547,122,Grainfields,Jacob van Ruisdael ,638
436836,121,Allegory of Music,Laurent de La Hyre ,624
503669,121,Clarinet in B-flat,harles Joseph Sax ,0
337070,121,"Frank Johnson, Leader of the Brass Band of the 128th Regiment in Saratoga, with his wife, Helen",Auguste Edouart ,0
282022,121,[Newhaven Fishwives],            Hill and Adamson ,0
436149,121,0,Edgar Degas ,0
436948,121,Boy with a Sword,0,0
437301,121,The Public Garden at Pontoise,Camille Pissarro ,0
436932,120,The Lacemaker,Nicolaes Maes ,632
326655,120,Head of a ram,Late Uruk,402
435918,120,Vanitas Still Life,Edwaert Collier ,0
327401,120,Seated goddess with a child,Hittite Empire,403
436323,120,A Woman with a Dog,0,0
436326,120,The Two Sisters,0,615
437812,120,A Dance in the Country,Giovanni Domenico Tiepolo ,619
544186,120,Sphinx of King Senwosret III,Middle Kingdom,111
435823,119,Adam; Eve,Giuliano di Piero di Simone Bugiardini ,609
437109,119,0,Claude Monet ,0
437890,119,Boy with a Greyhound,Paolo Veronese ,607
436096,119,The Annunciation,Gerard David ,640
316393,119,Plaque: Warrior and Attendants,0,352
201895,119,0,Augustin Pajou ,549
2059,119,Chocolate Pot,dward Winslow ,750
436012,119,The Fishing Boat,Gustave Courbet ,812
436131,119,Bather Stepping into a Tub,Edgar Degas ,817
438605,118,The Crucifixion,Pietro Lorenzetti ,625
435983,118,River with a Distant Tower,Camille Corot ,0
436541,118,0,Goya ,612
312781,118,Standing Figure,0,358
436084,117,0,0,812
437882,117,A Young Woman Reading,Imitator of Johannes Vermeer ,0
436107,117,0,Jacques Louis David ,614
436006,117,Marine: The Waterspout,Gustave Courbet ,812
802,117,Two-handled Bowl,ornelius Kierstede ,750
83740,117,"""Chambord""",      House of Dior ,0
436519,117,Before the Mirror,0,0
256184,116,Pair of silver scyphi (cups) with relief decoration,"Early Imperial, Augustan",166
436817,116,A Mountainous Landscape with a Waterfall,Kerstiaen de Keuninck ,642
436846,116,0,Nicolas de Largillierre ,615
82443,115,Sandals,      Salvatore Ferragamo ,0
436923,115,"Morning, Interior",Maximilien Luce ,0
313629,115,House Post Figure,th century,354
281940,115,Love,Adam Fuss ,0
12702,115,Queen Victoria,Thomas Sully ,756
436899,115,The Annunciation,Workshop of Fra Filippo Lippi ,0
437302,115,Barges at Pontoise,Camille Pissarro ,0
312747,115,Double-Eagle Pendant,0,357
459027,115,"Portrait of a Woman, Possibly a Nun of San Secondo; (verso) Scene in Grisaille",Jacometto ,953
11127,115,"Moonlight, Wood Island Light",Winslow Homer ,767
435851,115,The Meditation on the Passion,Vittore Carpaccio ,606
436493,115,Madonna and Child with Angels,Workshop of Domenico Ghirlandaio ,0
436134,115,Dancer Onstage,Edgar Degas ,0
437900,114,0,0,613
453317,114,Confronted Animal Rug,     Carpet,450
452522,114,Beaker with Relief-cut Decoration,     Beaker,453
436928,114,Girls at a Window,Raimundo de Madrazo y Garreta ,0
312602,114,0,0.1,358
10586,114,The Valley of Wyoming,Jasper Francis Cropsey ,760
1084,114,Cabinet,lexander Roux ,736
459138,114,Ecstatic Christ,Hans Baldung ,0
436255,114,"Portrait of a Woman, Called the Marchesa Durazzo",Anthony van Dyck ,628
437386,114,"Portrait of a Man, probably a Member of the Van Beresteyn Family",Rembrandt ,637
11080,114,The Falls of Niagara,Edward Hicks ,757
337490,114,Diana and Actaeon,Bartholomeus Spranger ,0
81476,114,0,      House of Dior ,0
208149,114,0,Giovanni Battista Foggini ,551
487039,114,Dora Maar in an Armchair,Pablo Picasso ,0
16687,114,Michael Angelo and Emma Clara Peale,Rembrandt Peale ,756
319872,114,Between Earth and Heaven,El Anatsui ,350
591873,114,VVV,s. 1 ,0
251268,113,Bronze statuette of a horse,Late Hellenistic,164
10531,113,Mrs. John Winthrop,John Singleton Copley ,748
327104,113,Royal or divine figure with high conical headdress,Middle Bronze Age,403
437419,113,0,Style of Rembrandt ,0
437160,113,Young Woman Seated on a Sofa,Berthe Morisot ,824
11318,113,"The Old Pine, Darien, Connecticut",John Frederick Kensett ,0
436782,113,Capriccio with St. Paul's and Old London Bridge,Antonio Joli ,620
437192,113,Sports on a Frozen River,Aert van der Neer ,638
437191,113,Landscape at Sunset,Aert van der Neer ,0
435908,112,The Trojan Women Setting Fire to Their Fleet,Claude Lorrain ,618
202142,112,0,eorges Jacob ,524
13134,112,The Freedman,John Quincy Adams Ward ,762
435593,112,Eve with Cain and Abel,Bachiacca ,0
547951,112,Portrait of the Boy Eutyches,Roman Period,138
436025,112,View of Ornans,Gustave Courbet ,812
459187,112,The Burial of Punchinello,Giovanni Domenico Tiepolo ,0
255973,111,"Statue of Dionysos leaning on a female figure (""Hope Dionysos"")","ed by Pacetti, Vincenzo",162
451909,111,Princely Figure with Jewelled Crown,     Figure,453
437860,111,Going Home,Fritz von Uhde ,0
436099,111,The Nativity with Donors and Saints Jerome and Leonard,Gerard David ,640
435594,111,Leda and the Swan,Bachiacca ,537
437955,111,The Golden Age,Joachim Wtewael ,0
437263,110,0,Robert Peake the Elder ,0
437531,110,0,Peter Paul Rubens ,628
324029,110,Beaker with birds and animals,. 4th century B.C.,404
316682,110,Lime Container (Poporo),0,357
437423,110,The Immaculate Conception,Guido Reni ,601
435842,109,A State Yacht and Other Craft in Calm Water,Jan van de Cappelle ,638
464489,109,Panel of a Diptych Announcing the Consulship of Justinian,1,301
436739,109,Portrait of a Woman,Italian ,0
435829,109,Echo,Alexandre Cabanel ,0
435969,109,The Ferryman,Camille Corot ,803
437759,109,Portrait of a Woman,Bernhard Strigel ,643
314826,109,Male Figure (Moai Tangata),rly 19th century,353
437611,109,The Journey of the Magi,Sassetta ,625
437268,108,Bacchus and Ariadne,Giovanni Antonio Pellegrini ,619
435990,108,A Woman Gathering Faggots at Ville-d'Avray,Camille Corot ,803
437380,108,The Chariot of Apollo,Odilon Redon ,0
435887,108,The Silver Tureen,0,615
198715,108,Rolltop desk,avid Roentgen ,553
81480,108,Dress,0,0
466289,108,Game Piece with a Scene from the Life of Apollonius of Tyre,. 1170,304
437972,108,The Crucifixion,0,0
436484,108,Tiger and Cubs,0,0
435730,107,Madonna and Child with Two Angels,Attributed to Botticelli ,0
437378,107,Bouquet in a Chinese Vase,Odilon Redon ,0
438490,107,"Interior of the Oude Kerk, Delft",Emanuel de Witte ,632
16863,107,0,James McNeill Whistler ,0
436837,107,Allegory of Winter,Jacques de La Joue the Younger ,0
10798,107,Summer Afternoon,Asher Brown Durand ,759
436324,107,A Shaded Avenue,0,616
544320,107,Stela of Mentuwoser,Middle Kingdom,110
435779,107,Portrait of a Woman,British Painter ,0
470315,106,Seated Bishop,Tilman Riemenschneider ,20
544095,106,Butterfly amulet,Middle Kingdom,109
437892,106,Madonna and Child,Workshop of Andrea del Verrocchio ,605
22741,106,0, Made in the Royal Workshops at Greenwich ,371
547212,106,Bowl with Human Feet,0,101
503651,106,Pipa,Ming dynasty ,681
337894,106,Three Standing Figures (recto); Seated Woman and a Male Hermit in Half-length (verso),Stefano da Verona ,690
437747,106,The Dissolute Household,Jan Steen ,542
437250,106,The Annunciation,Attributed to Girolamo Mazzola Bedoli ,0
437432,106,0,Auguste Renoir ,0
435816,106,0,0,0
437126,106,0,Claude Monet ,0
469866,106,Roundel with the Temptation of Saint Anthony,32,10
81754,105,Riding coat,. 1760,0
503677,105,Grand Piano,erdinand Hofmann ,684
436886,105,The Ropewalk in Edam,Max Liebermann ,0
437509,105,Madonna and Child with Angels,Cosimo Rosselli ,603
436290,105,Flowers by a Stone Vase,Peter Faes ,0
437530,105,"Portrait of a Man, Possibly an Architect or Geographer",Peter Paul Rubens ,540
209028,105,Monteith with arms of Gibbs and Nelthorpe,0,0
436831,105,An Extensive Wooded Landscape,Philips Koninck ,638
435965,105,Bacchante in a Landscape,Camille Corot ,803
437172,105,The Crucifixion,0,0
486371,105,"Two Palettes (Sears, Roebuck; Francis Picabia)",Jim Dine ,925
11145,105,The Veteran in a New Field,Winslow Homer ,762
548344,105,The Singer of Amun Nany's Funerary Papyrus,Third Intermediate Period,126
486247,104,Plant stand,  Otto Prutscher ,0
437874,104,Portrait of a Man,0,0
492747,104,"""Capitello"" Chair",  Studio 65 ,0
466296,104,Tip of a Pointer,0,303
14092,104,Embroidered sampler,ebekah S. Munro ,0
209063,104,0,0,544
436994,104,Scenes from the Story of the Argonauts,Biagio d'Antonio ,604
435807,104,The Smokers,Adriaen Brouwer ,633
467733,104,Mirror Case,0,306
436625,103,The Smoker,Frans Hals ,637
265616,103,"Gambler, French Riviera",Lisette Model ,0
11040,103,Lady with Her Pets (Molly Wales Fobes),Rufus Hathaway ,749
436888,103,Allegory of Avarice,Jacopo Ligozzi ,609
10788,103,High Point: Shandaken Mountains,Asher Brown Durand ,759
544498,103,"Sphinx of Amenhotep III, possibly from a Model of a Temple",New Kingdom,119
436144,103,0,Edgar Degas ,810
435618,103,The Trinity,Bartolomeo di Giovanni ,603
81678,102,"""Clover Leaf""",  Charles James ,0
435905,102,The Ford,Claude Lorrain ,0
320053,102,Power Figure (Nkisi N'Kondi: Mangaaka),th century,350
438423,102,The Crucifixion,Bernardo Daddi ,602
316173,102,Seated Chief Playing Thumb Piano (Mwanangana),fore 1869,352
10158,102,Sunrise on the Matterhorn,Albert Bierstadt ,760
436794,102,The Last Judgment,Joos van Cleve ,639
195456,102,The Backgammon Players,  Philip Webb ,0
436499,102,Diana the Huntress,Giampietrino ,608
271963,102,Romesnil,0,0
459198,101,Armorial Plate (tondino): The story of King Midas,Nicola da Urbino ,950
11117,101,"Eagle Head, Manchester, Massachusetts (High Tide)",Winslow Homer ,763
327544,101,Standing female figure wearing a strap and a necklace,0,406
22631,101,0,     C. Liger ,380
436557,101,The Pelkus Gate near Utrecht,Jan van Goyen ,0
437991,101,The Curious Little Girl,Camille Corot ,821
437170,101,The Music Room,0,0
155778,101,Afternoon dress,      House of Worth ,0
437000,100,Portrait of a Woman,Master of the Castello Nativity ,604
501802,100,O-daiko,ttributed to Kodenji Hayashi ,223
16571,100,Woman in a Blue Dress,Thomas Wilmer Dewing ,0
79048,100,Suit,. 1760,0
437533,100,Study of Two Heads,Peter Paul Rubens ,628
435824,100,Madonna and Child Enthroned with Saints Mary Magdalen and John the Baptist,Giuliano di Piero di Simone Bugiardini ,609
282774,100,Individuals,Vik Muniz ,0
436554,100,Bullfight in a Divided Ring,Attributed to Goya ,612
591848,100,"The Holy Land, Syria, Idumea, Arabia, Egypt & Nubia",David Roberts ,0
489653,100,Alpha-Pi,Morris Louis ,0
436136,100,Dancer with a Fan,Edgar Degas ,816
313330,100,Bird Pendant,0,357
310960,100,Female Figure,Zlan of Belewale,352
469961,99,Wing Brooch,d century,301
13215,99,Note in Pink and Brown,James McNeill Whistler ,0
436177,99,George Sand's Garden at Nohant,0,0
435577,99,The Crucifixion,Fra Angelico ,0
489963,99,Jean Paulhan,Jean Dubuffet ,906
437391,99,Portrait of a Young Woman with a Fan,Rembrandt ,637
436667,99,Portrait of a Young Woman,Workshop of Hans Holbein the Younger ,0
436048,99,The Meeting of Alexander the Great and Diogenes,Gaspar de Crayer ,0
436122,98,The Collector of Prints,Edgar Degas ,815
437376,98,A Cat Stealing Fish,Giuseppe Recco ,0
437823,98,"Filippo Archinto (born about 1500, died 1558), Archbishop of Milan",Titian ,607
435654,98,A Windy Day on the Pont des Arts,0,0
